image;n;time;algorithm;pixels
./moonlit_golf_4k.png;1000;0.47099828720092773;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2610971927642822;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23799967765808105;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.24000310897827148;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.22182774543762207;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23099994659423828;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.22700262069702148;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.20899653434753418;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.19900012016296387;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.19600129127502441;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.22900152206420898;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.24700498580932617;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2529938220977783;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2579493522644043;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.3139986991882324;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.3580000400543213;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.44099974632263184;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.28899717330932617;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.32700252532958984;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.29296374320983887;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.352994441986084;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2703685760498047;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23399686813354492;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2601611614227295;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.254000186920166;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2740015983581543;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.29905247688293457;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2540011405944824;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23400139808654785;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.3300004005432129;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2889981269836426;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2629973888397217;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.21799898147583008;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.22061419486999512;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.20211553573608398;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.19307637214660645;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23199892044067383;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.2259986400604248;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23664188385009766;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;0.23275113105773926;<function binary_search_iterative at 0x000001B8AD354CA8>;8388608
./moonlit_golf_4k.png;1000;1.4638166427612305;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2936670780181885;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.25699806213378906;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.31572723388671875;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2515566349029541;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.23199987411499023;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.24291467666625977;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.23800969123840332;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.24499964714050293;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2329998016357422;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.23200058937072754;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.27700185775756836;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.21599864959716797;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2069990634918213;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.21800017356872559;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;1.1040005683898926;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2740020751953125;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2025890350341797;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2058725357055664;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.22099804878234863;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.29700160026550293;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2530033588409424;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.25300097465515137;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2019941806793213;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.21587204933166504;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.19900083541870117;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2050001621246338;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.22189855575561523;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.22599554061889648;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.20199871063232422;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.21599960327148438;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.2109980583190918;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.19899535179138184;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.339998722076416;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;1.93916916847229;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.36954474449157715;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.25600242614746094;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.27399158477783203;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.28099846839904785;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;0.27199792861938477;<function exponential_search at 0x000001B8AD3543A8>;8388608
./moonlit_golf_4k.png;1000;2.3510308265686035;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;2.0056638717651367;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.9313211441040039;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.7850005626678467;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.8968164920806885;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.7790005207061768;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.5119948387145996;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.7609994411468506;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.653001070022583;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3760039806365967;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.37189745903015137;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;1.1118738651275635;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.4747438430786133;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.4789259433746338;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.4490177631378174;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.47597670555114746;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.5222246646881104;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.41995859146118164;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.43056344985961914;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.42095255851745605;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.416060209274292;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.9815099239349365;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3455677032470703;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3083527088165283;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3262474536895752;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3269991874694824;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3289988040924072;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.38399672508239746;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.3260023593902588;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.6413087844848633;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.8799993991851807;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.28228044509887695;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.2590005397796631;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.2626359462738037;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.34600090980529785;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.6409976482391357;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.39788818359375;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.22873353958129883;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.26199936866760254;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./moonlit_golf_4k.png;1000;0.199082612991333;<function exponential_search at 0x000001B8DA0BF9D8>;8388608
./FullMoon3.png;1000;0.03199911117553711;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.023996829986572266;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02300119400024414;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.032999515533447266;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01500082015991211;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.019004106521606445;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.012990951538085938;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01599884033203125;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01600027084350586;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02900385856628418;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.014998197555541992;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.015000104904174805;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.022001981735229492;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.018001079559326172;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02099752426147461;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01600050926208496;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.016998291015625;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01400446891784668;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01399683952331543;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01361393928527832;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01510763168334961;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01500391960144043;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013657569885253906;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.014293909072875977;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.016040802001953125;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.012697935104370117;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.011880874633789062;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013295650482177734;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.016017436981201172;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.011014938354492188;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013871192932128906;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013089179992675781;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.015828371047973633;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01767134666442871;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013998985290527344;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01599407196044922;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.017010927200317383;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.014947891235351562;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.015004396438598633;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01399850845336914;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01900005340576172;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.01799774169921875;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.019002199172973633;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.03200054168701172;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.04099726676940918;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.02099609375;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.04890918731689453;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.02500128746032715;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.025996923446655273;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.018999814987182617;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.02099895477294922;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.04000091552734375;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.025002241134643555;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.016997337341308594;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.019997835159301758;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.019001245498657227;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.04799509048461914;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.019002914428710938;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.019996166229248047;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.03599739074707031;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.04400348663330078;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.03607344627380371;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.06200671195983887;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.06299638748168945;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.01700115203857422;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.06500005722045898;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.02099609375;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.050002336502075195;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.01799631118774414;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.02300238609313965;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.016018390655517578;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.021980762481689453;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.01999831199645996;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.01699972152709961;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.013998746871948242;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.017000198364257812;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.0169980525970459;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.01802539825439453;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.018998384475708008;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.017999649047851562;<function binary_search_iterative at 0x000001B8DA0BFA68>;325728
./FullMoon3.png;1000;0.02299809455871582;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.025999069213867188;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02699875831604004;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02599644660949707;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02400064468383789;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.025002241134643555;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.015002727508544922;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013997077941894531;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.016998767852783203;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013997554779052734;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01300191879272461;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01099848747253418;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.014002323150634766;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.0149993896484375;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.011992931365966797;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.0160214900970459;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.014695167541503906;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013997316360473633;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.018995046615600586;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.011999130249023438;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.014585733413696289;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.02699875831604004;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.03186798095703125;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.022110462188720703;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.010993480682373047;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.020000934600830078;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.016000032424926758;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01400136947631836;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013000249862670898;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01399850845336914;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.015017509460449219;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.017879962921142578;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.016316652297973633;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.018999338150024414;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01695561408996582;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.013999462127685547;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.010997533798217773;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.015019416809082031;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.01199960708618164;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.011041641235351562;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.027997732162475586;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon3.png;1000;0.025997400283813477;<function exponential_search at 0x000001B8DA0BF9D8>;325728
./FullMoon.png;1000;0.03352022171020508;<function exponential_search at 0x000001B8DA0BF9D8>;2073600
./FullMoon.png;1000;0.03299999237060547;<function exponential_search at 0x000001B8DA0BF9D8>;2073600
./FullMoon.png;1000;0.029681921005249023;<function exponential_search at 0x000001B8DA0BF9D8>;2073600
./FullMoon.png;1000;0.03199887275695801;<function exponential_search at 0x000001B8DA0BF9D8>;2073600
./FullMoon.png;1000;0.024996280670166016;<function binary_search_iterative at 0x000001B8DA0BFA68>;2073600
./FullMoon.png;1000;0.02499985694885254;<function binary_search_iterative at 0x000001B8DA0BFA68>;2073600
./FullMoon.png;1000;36.42473006248474;<function linear_search at 0x000001B8DA0BF168>;2073600
./FullMoon.png;1000;42.11834716796875;<function linear_search at 0x000001B8DA0BF168>;2073600
./FullMoon2.png;1000;17.683112144470215;<function linear_search at 0x000001B8DA0BF168>;2073600
./FullMoon2.png;1000;20.802003622055054;<function linear_search at 0x000001B8DA0BF168>;2073600
./FullMoon2.png;10;0.09600448608398438;<function linear_search at 0x00000238B50933A8>;2073600
./FullMoon2.png;10;0.12800359725952148;<function linear_search at 0x00000238B50933A8>;2073600
